DRAFT,,,,,,,,
CMS,,,,,,,,
NADAC Reference File as of 07/04/2013,,,,,,,,
NDC Description,NDC,"NADAC
Per Unit","Effective
Date","Pricing
Unit","Pharmacy
Type
Indicator",OTC,"Explanation
Code","Classification
for Rate
Setting"
ACYCLOVIR 800 MG TABLET,61442011305,0.23142,41445.0,EA,C/I,N,1,G
ACZONE 5% GEL,00023367030,6.1258,41412.0,GM,C/I,N,"2, 5",B
ACZONE 5% GEL,00023367060,5.78229,41412.0,GM,C/I,N,"2, 5",B
ADAPALENE 0.1% CREAM,00168042446,4.00741,41445.0,GM,C/I,N,"1, 5",G
ADAPALENE 0.1% CREAM,45802045384,4.00741,41445.0,GM,C/I,N,"1, 5, 6",G
ADAPALENE 0.1% GEL,00093630195,2.35236,41445.0,GM,C/I,N,"1, 5",G
ADAPALENE 0.1% GEL,51672415506,2.35236,41445.0,GM,C/I,N,"1, 5, 6",G
ADAPALENE 0.1% GEL,68462040355,2.35236,41445.0,GM,C/I,N,"1, 5",G
ADCIRCA 20 MG TABLET,66302046760,25.77136,41326.0,EA,C/I,N,2,B
ADDERALL 10 MG TABLET,00555076402,4.3054,41445.0,EA,C/I,N,1,B
ADDERALL 15 MG TABLET,00555076602,4.1999,41382.0,EA,C/I,N,4,B
ADDERALL 20 MG TABLET,00555076702,4.27445,41326.0,EA,C/I,N,2,B
ADDERALL 30 MG TABLET,00555076802,4.24548,41417.0,EA,C/I,N,2,B
ADDERALL XR 10 MG CAPSULE,54092038301,6.99674,41326.0,EA,C/I,N,2,B
ADDERALL XR 15 MG CAPSULE,54092038501,6.96998,41326.0,EA,C/I,N,2,B
ADDERALL XR 20 MG CAPSULE,54092038701,6.91889,41326.0,EA,C/I,N,2,B
ADDERALL XR 25 MG CAPSULE,54092038901,6.96412,41326.0,EA,C/I,N,2,B
ADDERALL XR 30 MG CAPSULE,54092039101,7.02745,41326.0,EA,C/I,N,2,B
ADDERALL XR 5 MG CAPSULE,54092038101,6.95404,41326.0,EA,C/I,N,2,B
ADIPEX-P 37.5 MG TABLET,57844000901,2.0329,41326.0,EA,C/I,N,"2, 6",B
ADRENALIN CL 1 MG/ML VIAL,42023010101,0.24748,41445.0,ML,C/I,N,"1, 5",G
ADRENALIN CL 1 MG/ML VIAL,42023010110,0.24748,41445.0,ML,C/I,N,"1, 5",G
ADT ROBITUSSIN LINGER COLD SYR,00031874012,0.0353,41354.0,ML,C/I,Y,"2, 5, 6",B
ADT ROBITUSSIN NGT M-S COLD LQ,00031873512,0.03625,41417.0,ML,C/I,Y,"1, 5, 6",B
ADT ROBITUSSIN NGT NASL RLF TB,00031873220,0.19474,41326.0,EA,C/I,Y,"2, 6",B
ADT ROBITUSSIN PEAK CLD DM MAX,00031873818,0.03034,41382.0,ML,C/I,Y,"2, 5, 6",B
ADT ROBITUSSIN PEAK CLD M-S LQ,00031874214,0.0359,41382.0,ML,C/I,Y,"2, 5, 6",B
ADT ROBITUSSIN PEAK CLD M-S LQ,00031874220,0.02724,41445.0,ML,C/I,Y,"1, 5, 6",B
ADULT ROBITUSSIN COUGH SYRUP,00031867012,0.0353,41354.0,ML,C/I,Y,"2, 5, 6",B
ADULT ROBITUSSIN M-S COLD LIQ,00031873418,0.03052,41326.0,ML,C/I,Y,"2, 5, 6",B
ADULT ROBITUSSIN NASAL RLF TAB,00031873120,0.22158,41354.0,EA,C/I,Y,"4, 6",B
ADULT ROBITUSSIN PEAK COLD LIQ,00031873612,0.03581,41445.0,ML,C/I,Y,"1, 5, 6",B
ADULT ROBITUSSIN PEAK COLD LIQ,00031873618,0.02716,41354.0,ML,C/I,Y,"2, 5, 6",B
ADULT ROBITUSSIN PEAK COLD LIQ,00031873642,0.02371,41354.0,ML,C/I,Y,"4, 5, 6",B
ADULT ROBITUSSIN PEAK COLD LIQ,00031873712,0.03581,41445.0,ML,C/I,Y,"1, 5, 6",B
ADVAIR 100-50 DISKUS,00173069500,3.4191,41326.0,EA,C/I,N,"2, 5",B
ADVAIR 250-50 DISKUS,00173069600,4.25221,41326.0,EA,C/I,N,"2, 5",B
ADVAIR 250-50 DISKUS,00173069604,6.875,41417.0,EA,C/I,N,"4, 5",B
ADVAIR 500-50 DISKUS,00173069700,5.58357,41326.0,EA,C/I,N,"2, 5",B
ADVAIR 500-50 DISKUS,00173069704,11.41348,41354.0,EA,C/I,N,"4, 5",B
ADVAIR HFA 115-21 MCG INHALER,00173071620,20.85401,41382.0,GM,C/I,N,"2, 5",B
ADVAIR HFA 115-21 MCG INHALER,00173071622,16.9682,41326.0,GM,C/I,N,"2, 5",B
ADVAIR HFA 230-21 MCG INHALER,00173071720,27.89099,41326.0,GM,C/I,N,"2, 5",B
ADVAIR HFA 230-21 MCG INHALER,00173071722,25.28814,41326.0,GM,C/I,N,"4, 5",B
ADVAIR HFA 45-21 MCG INHALER,00173071520,16.7884,41326.0,GM,C/I,N,"2, 5",B
ADVAIR HFA 45-21 MCG INHALER,00173071522,17.25302,41326.0,GM,C/I,N,"4, 5",B
ADVANCED ANTACID LIQUID,00113085140,0.00558,41445.0,ML,C/I,Y,"1, 5",G
ADVANCED FORMULA EYE DROPS,37205022405,0.09846,41445.0,ML,C/I,Y,"1, 5",G
"ADVICOR 1,000 MG-20 MG TABLET",00074300790,5.69775,41402.0,EA,C/I,N,4,B
"ADVICOR 1,000 MG-40 MG TABLET",00074301090,6.5624,41402.0,EA,C/I,N,4,B
ADVICOR 500 MG-20 MG TABLET,00074300590,4.96986,41402.0,EA,C/I,N,2,B
ADVIL 100 MG TABLET,00573017511,0.15313,41382.0,EA,C/I,Y,"4, 6",B
ADVIL 200 MG CAPLET,00573016020,0.10956,41354.0,EA,C/I,Y,"2, 6",B
ADVIL 200 MG CAPLET,00573016030,0.10956,41354.0,EA,C/I,Y,"2, 6",B
ADVIL 200 MG CAPLET,00573016040,0.10956,41354.0,EA,C/I,Y,"2, 6",B
ADVIL 200 MG CAPLET,00573016151,0.10956,41354.0,EA,C/I,Y,"2, 6",B
ADVIL 200 MG GEL CAPLET,00573016520,0.10956,41354.0,EA,C/I,Y,"2, 6",B
ADVIL 200 MG GEL CAPLET,00573016530,0.10956,41354.0,EA,C/I,Y,"2, 6",B
ADVIL 200 MG GEL CAPLET,00573016540,0.10956,41354.0,EA,C/I,Y,"2, 6",B
ADVIL 200 MG LIQUI-GEL CAPSULE,00573016920,0.14795,41417.0,EA,C/I,Y,"2, 6",B
ADVIL 200 MG LIQUI-GEL CAPSULE,00573016930,0.14795,41417.0,EA,C/I,Y,"2, 6",B
ADVIL 200 MG LIQUI-GEL CAPSULE,00573016940,0.14795,41417.0,EA,C/I,Y,"2, 6",B
ADVIL 200 MG TABLET,00573015020,0.10956,41354.0,EA,C/I,Y,"2, 6",B
ADVIL 200 MG TABLET,00573015030,0.10956,41354.0,EA,C/I,Y,"2, 6",B
ADVIL 200 MG TABLET,00573015040,0.10956,41354.0,EA,C/I,Y,"2, 6",B
ADVIL 200 MG TABLET,00573015110,0.10956,41354.0,EA,C/I,Y,"2, 6",B
ADVIL 200 MG TABLET,00573015475,0.10956,41354.0,EA,C/I,Y,"2, 6",B
ADVIL 200 MG TABLET,00573015498,0.10956,41354.0,EA,C/I,Y,"2, 6",B
ADVIL ALLERGY SINUS CAPLET,00573018810,0.42093,41326.0,EA,C/I,Y,2,B
ADVIL ALLERGY-CONGEST RLF TAB,00573019610,0.4588,41417.0,EA,C/I,Y,4,B
ADVIL COLD & SINUS CAPLET,00573018010,0.22845,41354.0,EA,C/I,Y,2,B
ADVIL COLD & SINUS CAPLET,00573018021,0.22845,41354.0,EA,C/I,Y,2,B
ADVIL COLD-SINUS LIQUI-GELS,00573018432,0.2593,41326.0,EA,C/I,Y,2,B
ADVIL JR STR 100 MG TAB CHEW,00573017920,0.15137,41382.0,EA,C/I,Y,"2, 6",B
ADVIL LIQUI-GELS 200 MG CAP,00573016949,0.14795,41417.0,EA,C/I,Y,"2, 6",B
ADVIL LIQUI-GELS 200 MG CAP,00573016989,0.14795,41417.0,EA,C/I,Y,"2, 6",B
ADVIL MIGRAINE 200 MG CAPS,00573016820,0.14795,41417.0,EA,C/I,Y,"2, 6",B
ADVIL MIGRAINE 200 MG CAPS,00573016830,0.14795,41417.0,EA,C/I,Y,"2, 6",B
ADVIL PM CAPLET,00573016405,0.16284,41445.0,EA,C/I,Y,1,B
ADVIL PM CAPLET,00573016420,0.16284,41445.0,EA,C/I,Y,1,B
ADVIL PM CAPLET,00573016430,0.16284,41445.0,EA,C/I,Y,1,B
ADVIL PM CAPLET,00573016440,0.16284,41445.0,EA,C/I,Y,1,B
ADVIL PM LIQUI-GELS,00573016720,0.1979,41326.0,EA,C/I,Y,2,B
AFEDITAB CR 30 MG TABLET,00591319301,0.4087,41445.0,EA,C/I,N,1,G
AFEDITAB CR 30 MG TABLET,00591319305,0.4087,41445.0,EA,C/I,N,1,G
AFEDITAB CR 60 MG TABLET,00591319401,0.77628,41445.0,EA,C/I,N,1,G
AFEDITAB CR 60 MG TABLET,00591319405,0.77628,41445.0,EA,C/I,N,1,G
AFINITOR 10 MG TABLET,00078056751,281.8896,41326.0,EA,C/I,N,4,B
AFINITOR 10 MG TABLET,00078056761,281.8896,41326.0,EA,C/I,N,4,B
AFRIN 0.05% NASAL SPRAY,11523115901,0.30045,41326.0,ML,C/I,Y,"2, 5",B
AFRIN 0.05% NASAL SPRAY,11523116703,0.30045,41326.0,ML,C/I,Y,"2, 5",B
AFRIN 0.05% NASAL SPRAY,11523116705,0.2224,41382.0,ML,C/I,Y,"2, 5",B
AFRIN 0.05% NASAL SPRAY,11523116706,0.30045,41326.0,ML,C/I,Y,"2, 5",B
AFRIN NO DRIP SINUS PUMP MIST,11523170201,0.30037,41445.0,ML,C/I,Y,"1, 5, 6",B
AGGRENOX 25 MG-200 MG CAPSULE,00597000160,4.32299,41326.0,EA,C/I,N,2,B
AK-PENTOLATE 1% EYE DROPS,17478010020,4.73971,41445.0,ML,C/I,N,"1, 5",G
AK-POLY-BAC EYE OINTMENT,17478023835,3.37954,41445.0,GM,C/I,N,"1, 5",G
AKNE-MYCIN 2% OINTMENT,13548003025,4.96033,41326.0,GM,C/I,N,"4, 5",B
AKWA TEARS 1.4% DROPS,17478006012,0.12795,41445.0,ML,C/I,Y,"1, 5",G
ALA-HIST DM LIQUID,50991081416,0.08747,41417.0,ML,C/I,Y,"4, 5",G
ALA-HIST IR 2 MG TABLET,50991078360,0.57655,41417.0,EA,C/I,Y,4,G
ALA-HIST PE TABLET,50991078260,0.5895,41417.0,EA,C/I,Y,4,G
ALAVERT 10 MG ODT,00573262006,0.36815,41445.0,EA,C/I,Y,1,G
ALAVERT 10 MG ODT,00573262019,0.36815,41445.0,EA,C/I,Y,1,G
ALAVERT 10 MG ODT,00573262030,0.36815,41445.0,EA,C/I,Y,1,G
ALAVERT 10 MG ODT,00573262065,0.36815,41445.0,EA,C/I,Y,1,G
ALAVERT 10 MG ODT,00573262165,0.36815,41445.0,EA,C/I,Y,1,G
ALAVERT D-12 ALLERGY-SINUS TAB,00573266012,0.55814,41445.0,EA,C/I,Y,1,G
ALAVERT D-12 ALLERGY-SINUS TAB,00573266024,0.55814,41445.0,EA,C/I,Y,1,G
ALAWAY 0.025% EYE DROPS,24208060110,0.87357,41354.0,ML,C/I,Y,"2, 5",B
ALBENZA 200 MG TABLET,52054055022,48.24055,41445.0,EA,C/I,N,1,B
ALBENZA 200 MG TABLET,52054055028,48.24055,41445.0,EA,C/I,N,1,B
ALBUTEROL 0.083% INHAL SOLN,00487950101,0.04708,41445.0,ML,C/I,N,"1, 5",G
ALBUTEROL 0.083% INHAL SOLN,00487950102,0.04708,41445.0,ML,C/I,N,"1, 5",G
ALBUTEROL 0.083% INHAL SOLN,00487950103,0.04708,41445.0,ML,C/I,N,"1, 5",G
ALBUTEROL 0.083% INHAL SOLN,00487950125,0.04266,41445.0,ML,C/I,N,"1, 5",G
ALBUTEROL 0.083% INHAL SOLN,00487950160,0.04237,41445.0,ML,C/I,N,"1, 5",G
ALBUTEROL 0.083% INHAL SOLN,00378699052,0.04266,41445.0,ML,C/I,N,"1, 5",G
ALBUTEROL 0.083% INHAL SOLN,00378699058,0.04708,41445.0,ML,C/I,N,"1, 5",G
ALBUTEROL 0.083% INHAL SOLN,00378699091,0.04237,41445.0,ML,C/I,N,"1, 5",G
ALBUTEROL 0.083% INHAL SOLN,00378699093,0.04708,41445.0,ML,C/I,N,"1, 5",G
ALBUTEROL 0.083% INHAL SOLN,00378827052,0.04266,41445.0,ML,C/I,N,"1, 5",G
ALBUTEROL 0.083% INHAL SOLN,00591379730,0.04708,41445.0,ML,C/I,N,"1, 5",G
ALBUTEROL 0.083% INHAL SOLN,00591379760,0.04237,41445.0,ML,C/I,N,"1, 5",G
ALBUTEROL 0.083% INHAL SOLN,00591379783,0.04266,41445.0,ML,C/I,N,"1, 5",G
ALBUTEROL 0.083% INHAL SOLN,00781715529,0.04237,41445.0,ML,C/I,N,"1, 5",G
ALBUTEROL 0.083% INHAL SOLN,00781715564,0.04708,41445.0,ML,C/I,N,"1, 5",G
ALBUTEROL 0.083% INHAL SOLN,00781715586,0.04266,41445.0,ML,C/I,N,"1, 5",G
ALBUTEROL 0.083% INHAL SOLN,76204020025,0.04266,41445.0,ML,C/I,N,"1, 5",G
ALBUTEROL 0.083% INHAL SOLN,76204020030,0.04708,41445.0,ML,C/I,N,"1, 5",G
ALBUTEROL 0.083% INHAL SOLN,76204020060,0.04237,41445.0,ML,C/I,N,"1, 5",G
ALBUTEROL 2.5 MG/0.5 ML SOL,00487990102,0.36287,41445.0,EA,C/I,N,"1, 5",G
ALBUTEROL 2.5 MG/0.5 ML SOL,00487990130,0.36287,41445.0,EA,C/I,N,"1, 5",G
ALBUTEROL 5 MG/ML SOLUTION,24208034720,0.47169,41445.0,ML,C/I,N,"1, 5",G
ALBUTEROL 5 MG/ML SOLUTION,50383074120,0.47169,41445.0,ML,C/I,N,"1, 5",G
ALBUTEROL SUL 0.63 MG/3 ML SOL,00487030101,0.35041,41445.0,ML,C/I,N,"1, 5",G
ALBUTEROL SUL 0.63 MG/3 ML SOL,00378699152,0.36479,41445.0,ML,C/I,N,"1, 5, 6",G
ALBUTEROL SUL 0.63 MG/3 ML SOL,00591346753,0.36479,41445.0,ML,C/I,N,"1, 5",G
ALBUTEROL SUL 1.25 MG/3 ML SOL,00378699252,0.29475,41445.0,ML,C/I,N,"1, 5, 6",G
ALBUTEROL SUL 1.25 MG/3 ML SOL,00487990401,0.37848,41445.0,ML,C/I,N,"1, 5",G
ALBUTEROL SUL 1.25 MG/3 ML SOL,00487990425,0.29475,41445.0,ML,C/I,N,"1, 5",G
ALBUTEROL SUL 1.25 MG/3 ML SOL,00591346853,0.29475,41445.0,ML,C/I,N,"1, 5",G
ALBUTEROL SULF 2 MG/5 ML SYRUP,00093066116,0.00879,41445.0,ML,C/I,N,"1, 5",G
ALBUTEROL SULF 2 MG/5 ML SYRUP,00603100858,0.00879,41445.0,ML,C/I,N,"1, 5",G
ALBUTEROL SULF 2 MG/5 ML SYRUP,50383074016,0.00879,41445.0,ML,C/I,N,"1, 5",G
ALBUTEROL SULFATE 2 MG TAB,00378025501,4.28024,41445.0,EA,C/I,N,1,G
ALBUTEROL SULFATE 2 MG TAB,00378025505,4.28024,41445.0,EA,C/I,N,1,G
ALBUTEROL SULFATE 2 MG TAB,53489017601,4.28024,41445.0,EA,C/I,N,1,G
ALBUTEROL SULFATE 2 MG TAB,53489017605,4.28024,41445.0,EA,C/I,N,1,G
ALBUTEROL SULFATE 2 MG TAB,51079065701,4.28024,41445.0,EA,C/I,N,1,G
ALBUTEROL SULFATE 2 MG TAB,51079065720,4.28024,41445.0,EA,C/I,N,1,G
ALBUTEROL SULFATE 4 MG TAB,00378057201,4.35189,41445.0,EA,C/I,N,1,G
ALBUTEROL SULFATE 4 MG TAB,00378057205,4.35189,41445.0,EA,C/I,N,1,G
ALBUTEROL SULFATE 4 MG TAB,51079065801,4.35189,41445.0,EA,C/I,N,1,G
ALBUTEROL SULFATE 4 MG TAB,51079065820,4.35189,41445.0,EA,C/I,N,1,G
ALBUTEROL SULFATE 4 MG TAB,53489017701,4.35189,41445.0,EA,C/I,N,1,G
ALBUTEROL SULFATE 4 MG TAB,53489017705,4.35189,41445.0,EA,C/I,N,1,G
ALBUTEROL SULFATE ER 4 MG TAB,00378412201,1.03024,41445.0,EA,C/I,N,1,G
ALBUTEROL SULFATE ER 4 MG TAB,68774040001,1.03024,41445.0,EA,C/I,N,1,G
ALBUTEROL SULFATE ER 8 MG TAB,00378412401,2.1256,41417.0,EA,C/I,N,4,G
ALBUTEROL SULFATE ER 8 MG TAB,68774040101,2.1256,41417.0,EA,C/I,N,4,G
ALCLOMETASONE DIPR 0.05% OINT,00168026415,1.054,41326.0,GM,C/I,N,"4, 5",G
ALCLOMETASONE DIPR 0.05% OINT,00168026445,0.51591,41417.0,GM,C/I,N,"4, 5",G
ALCLOMETASONE DIPR 0.05% OINT,00168026460,0.50687,41417.0,GM,C/I,N,"4, 5",G
ALCLOMETASONE DIPR 0.05% OINT,51672131601,1.054,41326.0,GM,C/I,N,"4, 5",G
ALCLOMETASONE DIPR 0.05% OINT,51672131603,0.50687,41417.0,GM,C/I,N,"4, 5",G
ALCLOMETASONE DIPR 0.05% OINT,51672131606,0.51591,41417.0,GM,C/I,N,"4, 5",G
ALCLOMETASONE DIPR 0.05% OINT,68462029917,1.054,41326.0,GM,C/I,N,"4, 5",G
ALCLOMETASONE DIPR 0.05% OINT,68462029947,0.51591,41417.0,GM,C/I,N,"4, 5",G
ALCLOMETASONE DIPR 0.05% OINT,68462029965,0.50687,41417.0,GM,C/I,N,"4, 5",G
ALCLOMETASONE DIPRO 0.05% CRM,00168026315,2.388,41452.0,GM,C/I,N,"3, 5",G
ALCLOMETASONE DIPRO 0.05% CRM,00168026345,1.56511,41452.0,GM,C/I,N,"3, 5",G
ALCLOMETASONE DIPRO 0.05% CRM,00168026360,1.42005,41452.0,GM,C/I,N,"3, 5",G
ALCLOMETASONE DIPRO 0.05% CRM,51672130601,2.388,41452.0,GM,C/I,N,"3, 5",G
ALCLOMETASONE DIPRO 0.05% CRM,51672130603,1.42005,41452.0,GM,C/I,N,"3, 5",G
ALCLOMETASONE DIPRO 0.05% CRM,51672130606,1.56511,41452.0,GM,C/I,N,"3, 5",G
ALCLOMETASONE DIPRO 0.05% CRM,68462030017,2.388,41452.0,GM,C/I,N,"3, 5",G
ALCLOMETASONE DIPRO 0.05% CRM,68462030047,1.56511,41452.0,GM,C/I,N,"3, 5",G
ALCLOMETASONE DIPRO 0.05% CRM,68462030065,1.42005,41452.0,GM,C/I,N,"3, 5",G
ALDACTAZIDE 50-50 TABLET,00025102131,2.14975,41326.0,EA,C/I,N,4,B
ALDACTONE 25 MG TABLET,00025100131,1.12256,41326.0,EA,C/I,N,4,B
ALDACTONE 25 MG TABLET,00025100151,1.12256,41326.0,EA,C/I,N,4,B
ALDARA 5% CREAM,99207026012,25.52615,41365.0,EA,C/I,N,"4, 5",B
ALDEX D SUSPENSION,65224055016,0.28725,41326.0,ML,C/I,Y,"4, 5",G
ALDEX-CT TABLET CHEWABLE,65224054501,2.3126,41326.0,EA,C/I,Y,4,G
ALENDRONATE SODIUM 10 MG TAB,00093514101,0.14664,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 10 MG TAB,00093514156,0.14664,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 10 MG TAB,00378356701,0.14664,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 10 MG TAB,16714063101,0.14664,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 10 MG TAB,16714063102,0.14664,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 10 MG TAB,41616063683,0.14664,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 10 MG TAB,41616063688,0.14664,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 10 MG TAB,51079094101,0.14664,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 10 MG TAB,51079094105,0.14664,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 10 MG TAB,60505259301,0.14664,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 10 MG TAB,60505259303,0.14664,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 10 MG TAB,65862032730,0.14664,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 35 MG TAB,00093517219,0.57065,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 35 MG TAB,00093517220,0.57065,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 35 MG TAB,00093517229,0.57065,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 35 MG TAB,00093517244,0.57065,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 35 MG TAB,00378356899,0.57065,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 35 MG TAB,41616063768,0.57065,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 35 MG TAB,16714063201,0.57065,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 35 MG TAB,16714063202,0.57065,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 35 MG TAB,16252059902,0.57065,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 35 MG TAB,16252059944,0.57065,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 35 MG TAB,59746024202,0.57065,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 35 MG TAB,60505259404,0.57065,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 35 MG TAB,65862032804,0.57065,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 35 MG TAB,67877024031,0.57065,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 35 MG TAB,67877024033,0.57065,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 5 MG TABLET,00093514001,0.1526,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 5 MG TABLET,00093514056,0.1526,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 5 MG TABLET,00378356601,0.1526,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 5 MG TABLET,41616063583,0.1526,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 5 MG TABLET,41616063588,0.1526,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 5 MG TABLET,60505259201,0.1526,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 5 MG TABLET,60505259203,0.1526,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 70 MG TAB,00093517120,0.53466,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 70 MG TAB,00093517129,0.53466,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 70 MG TAB,00093517144,0.53466,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 70 MG TAB,00378356999,0.53466,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 70 MG TAB,00591317304,0.53466,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 70 MG TAB,41616063868,0.53466,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 70 MG TAB,16252060102,0.53466,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 70 MG TAB,16252060144,0.53466,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 70 MG TAB,16714063301,0.53466,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 70 MG TAB,16714063302,0.53466,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 70 MG TAB,59746024402,0.53466,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 70 MG TAB,51079094201,0.53466,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 70 MG TAB,51079094205,0.53466,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 70 MG TAB,60505259602,0.53466,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 70 MG TAB,60505259604,0.53466,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 70 MG TAB,60505259608,0.53466,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 70 MG TAB,67877024131,0.53466,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 70 MG TAB,67877024133,0.53466,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 70 MG TAB,68084032294,0.53466,41445.0,EA,C/I,N,1,G
ALENDRONATE SODIUM 70 MG TAB,65862032904,0.53466,41445.0,EA,C/I,N,1,G
ALERTNESS AID 200 MG TABLET,37205019573,0.07777,41445.0,EA,C/I,Y,1,G
ALERTNESS AID 200 MG TABLET,68016019503,0.07777,41445.0,EA,C/I,Y,"1, 6",G
ALFUZOSIN HCL ER 10 MG TABLET,00378500505,0.2565,41445.0,EA,C/I,N,1,G
ALFUZOSIN HCL ER 10 MG TABLET,00378500577,0.2565,41445.0,EA,C/I,N,1,G
ALFUZOSIN HCL ER 10 MG TABLET,31722030201,0.2565,41445.0,EA,C/I,N,1,G
ALFUZOSIN HCL ER 10 MG TABLET,13668002101,0.2565,41445.0,EA,C/I,N,1,G
ALFUZOSIN HCL ER 10 MG TABLET,13668002105,0.2565,41445.0,EA,C/I,N,1,G
ALFUZOSIN HCL ER 10 MG TABLET,47335095618,0.2565,41445.0,EA,C/I,N,1,G
ALFUZOSIN HCL ER 10 MG TABLET,47335095681,0.2565,41445.0,EA,C/I,N,1,G
ALFUZOSIN HCL ER 10 MG TABLET,47335095688,0.2565,41445.0,EA,C/I,N,1,G
ALFUZOSIN HCL ER 10 MG TABLET,60505285001,0.2565,41445.0,EA,C/I,N,1,G
ALFUZOSIN HCL ER 10 MG TABLET,64679073802,0.2565,41445.0,EA,C/I,N,1,G
ALFUZOSIN HCL ER 10 MG TABLET,76282030201,0.2565,41445.0,EA,C/I,N,1,G
ALICLEN 6% SHAMPOO,66993088771,0.13658,41445.0,ML,C/I,N,"1, 5",G
ALINIA 100 MG/5 ML SUSPENSION,67546021221,1.45633,41326.0,ML,C/I,N,"4, 5",B
ALINIA 500 MG TABLET,67546011111,22.86373,41354.0,EA,C/I,N,4,B
ALINIA 500 MG TABLET,67546011112,22.86373,41354.0,EA,C/I,N,4,B
ALKERAN 2 MG TABLET,52609000105,8.18168,41326.0,EA,C/I,N,4,B
ALL DAY ALLERGY 10 MG CHEW TAB,00904587912,2.0815,41445.0,EA,C/I,Y,1,G
ALL DAY ALLERGY 10 MG TABLET,00113945839,0.09543,41445.0,EA,C/I,Y,1,G
ALL DAY ALLERGY 10 MG TABLET,00113945866,0.09543,41445.0,EA,C/I,Y,1,G
ALL DAY ALLERGY 10 MG TABLET,00904582941,0.09543,41445.0,EA,C/I,Y,1,G
ALL DAY ALLERGY 10 MG TABLET,00904582943,0.09543,41445.0,EA,C/I,Y,1,G
ALL DAY ALLERGY 10 MG TABLET,00904582946,0.09543,41445.0,EA,C/I,Y,1,G
ALL DAY ALLERGY 10 MG TABLET,00904582960,0.09543,41445.0,EA,C/I,Y,1,G
ALL DAY ALLERGY 10 MG TABLET,00904582989,0.09543,41445.0,EA,C/I,Y,1,G
ALL DAY ALLERGY 10 MG TABLET,24385099865,0.09543,41445.0,EA,C/I,Y,1,G
ALL DAY ALLERGY 10 MG TABLET,24385099874,0.09543,41445.0,EA,C/I,Y,1,G
ALL DAY ALLERGY 10 MG TABLET,24385099875,0.09543,41445.0,EA,C/I,Y,1,G
ALL DAY ALLERGY 10 MG TABLET,36800045813,0.09543,41445.0,EA,C/I,Y,1,G
