,,,,,,,,,,,
CMS,,,,,,,,,,,
Weekly NADAC Reference File as of 12/25/2013,,,,,,,,,,,
NDC Description,NDC,"NADAC
Per Unit","Effective
Date","Pricing
Unit","Pharmacy
Type
Indicator",OTC,"Explanation
Code","Classification
for Rate
Setting","Corresponding
Generic Drug
NADAC
Per Unit","Corresponding
Generic Drug
Effective
Date",
ACTOS 45 MG TABLET,64764045126,12.69635,09/19/2013,EA,C/I,N,2,B,0.28257,12/18/2013,
ACULAR 0.5% EYE DROPS,00023218105,31.60808,05/18/2013,ML,C/I,N,"4, 5",B,1.95648,12/18/2013,
ACUVAIL 0.45% OPHTH SOLUTION,00023350730,5.88767,11/21/2013,EA,C/I,N,"2, 5",B,,,
ACYCLOVIR 200 MG CAPSULE,00093894001,0.11123,12/18/2013,EA,C/I,N,1,G,,,
ACYCLOVIR 200 MG CAPSULE,00093894005,0.11123,12/18/2013,EA,C/I,N,1,G,,,
ACYCLOVIR 200 MG CAPSULE,00093894093,0.11123,12/18/2013,EA,C/I,N,1,G,,,
ACYCLOVIR 200 MG CAPSULE,00378220001,0.11123,12/18/2013,EA,C/I,N,1,G,,,
ACYCLOVIR 200 MG CAPSULE,00904578961,0.11123,12/18/2013,EA,C/I,N,1,G,,,
ACYCLOVIR 200 MG CAPSULE,23155014601,0.11123,12/18/2013,EA,C/I,N,1,G,,,
ACYCLOVIR 200 MG CAPSULE,60505004206,0.11123,12/18/2013,EA,C/I,N,1,G,,,
ACYCLOVIR 200 MG CAPSULE,61442011101,0.11123,12/18/2013,EA,C/I,N,1,G,,,
ACYCLOVIR 200 MG CAPSULE,61442011105,0.11123,12/18/2013,EA,C/I,N,1,G,,,
ACYCLOVIR 200 MG CAPSULE,63304065201,0.11123,12/18/2013,EA,C/I,N,1,G,,,
ACYCLOVIR 200 MG CAPSULE,67253010010,0.11123,12/18/2013,EA,C/I,N,1,G,,,
ACYCLOVIR 200 MG CAPSULE,67253010011,0.11123,12/18/2013,EA,C/I,N,1,G,,,
ACYCLOVIR 200 MG/5 ML SUSP,00472008216,0.19002,12/18/2013,ML,C/I,N,"1, 5",G,,,
ACYCLOVIR 200 MG/5 ML SUSP,50383081016,0.19002,12/18/2013,ML,C/I,N,"1, 5",G,,,
ACYCLOVIR 400 MG TABLET,00093894301,0.12806,12/18/2013,EA,C/I,N,1,G,,,
ACYCLOVIR 400 MG TABLET,00093894305,0.12806,12/18/2013,EA,C/I,N,1,G,,,
ACYCLOVIR 400 MG TABLET,00093894393,0.12806,12/18/2013,EA,C/I,N,1,G,,,
ACYCLOVIR 400 MG TABLET,00378025301,0.12806,12/18/2013,EA,C/I,N,1,G,,,
ACYCLOVIR 400 MG TABLET,00904579061,0.12806,12/18/2013,EA,C/I,N,1,G,,,
ACYCLOVIR 400 MG TABLET,00904612161,0.12806,12/18/2013,EA,C/I,N,1,G,,,
ACYCLOVIR 400 MG TABLET,23155022701,0.12806,12/18/2013,EA,C/I,N,"1, 6",G,,,
ACYCLOVIR 400 MG TABLET,23155022705,0.12806,12/18/2013,EA,C/I,N,"1, 6",G,,,
ACYCLOVIR 400 MG TABLET,60505530601,0.12806,12/18/2013,EA,C/I,N,1,G,,,
ACYCLOVIR 400 MG TABLET,60505530608,0.12806,12/18/2013,EA,C/I,N,1,G,,,
ACYCLOVIR 400 MG TABLET,61442011201,0.12806,12/18/2013,EA,C/I,N,1,G,,,
ACYCLOVIR 400 MG TABLET,61442011205,0.12806,12/18/2013,EA,C/I,N,1,G,,,
ACYCLOVIR 400 MG TABLET,63304050401,0.12806,12/18/2013,EA,C/I,N,1,G,,,
ACYCLOVIR 400 MG TABLET,67253010110,0.12806,12/18/2013,EA,C/I,N,1,G,,,
ACYCLOVIR 400 MG TABLET,67253010111,0.12806,12/18/2013,EA,C/I,N,1,G,,,
ACYCLOVIR 5% OINTMENT,00378870049,18.77620,12/18/2013,GM,C/I,N,"1, 5",G,,,
ACYCLOVIR 5% OINTMENT,68682099595,18.77620,12/18/2013,GM,C/I,N,"1, 5, 6",G,,,
ACYCLOVIR 5% OINTMENT,00378870006,20.20504,12/18/2013,GM,C/I,N,"1, 5",G,,,
ACYCLOVIR 800 MG TABLET,00093894701,0.24160,12/18/2013,EA,C/I,N,1,G,,,
ACYCLOVIR 800 MG TABLET,00093894705,0.24160,12/18/2013,EA,C/I,N,1,G,,,
ACYCLOVIR 800 MG TABLET,00093894793,0.24160,12/18/2013,EA,C/I,N,1,G,,,
ACYCLOVIR 800 MG TABLET,00378030201,0.24160,12/18/2013,EA,C/I,N,1,G,,,
ACYCLOVIR 800 MG TABLET,23155022801,0.24160,12/18/2013,EA,C/I,N,"1, 6",G,,,
ACYCLOVIR 800 MG TABLET,23155022805,0.24160,12/18/2013,EA,C/I,N,"1, 6",G,,,
ACYCLOVIR 800 MG TABLET,60505530701,0.24160,12/18/2013,EA,C/I,N,1,G,,,
ACYCLOVIR 800 MG TABLET,60505530705,0.24160,12/18/2013,EA,C/I,N,1,G,,,
ACYCLOVIR 800 MG TABLET,61442011301,0.24160,12/18/2013,EA,C/I,N,1,G,,,
ACYCLOVIR 800 MG TABLET,61442011305,0.24160,12/18/2013,EA,C/I,N,1,G,,,
ACYCLOVIR 800 MG TABLET,63304050501,0.24160,12/18/2013,EA,C/I,N,1,G,,,
ACZONE 5% GEL,00023367060,5.78632,07/18/2013,GM,C/I,N,"2, 5",B,,,
ACZONE 5% GEL,00023367090,5.79704,08/22/2013,GM,C/I,N,"2, 5",B,,,
ACZONE 5% GEL,00023367030,6.09229,07/18/2013,GM,C/I,N,"2, 5",B,,,
ADAPALENE 0.1% CREAM,00168042446,4.15333,12/18/2013,GM,C/I,N,"1, 5",G,,,
ADAPALENE 0.1% CREAM,45802045384,4.15333,12/18/2013,GM,C/I,N,"1, 5, 6",G,,,
ADAPALENE 0.1% GEL,00093630195,2.81771,12/18/2013,GM,C/I,N,"1, 5",G,,,
ADAPALENE 0.1% GEL,51672415506,2.81771,12/18/2013,GM,C/I,N,"1, 5, 6",G,,,
ADAPALENE 0.1% GEL,68462040355,2.81771,12/18/2013,GM,C/I,N,"1, 5",G,,,
ADCIRCA 20 MG TABLET,66302046760,30.75658,12/18/2013,EA,C/I,N,3,B,,,
ADDERALL 10 MG TABLET,00555076402,4.15343,09/19/2013,EA,C/I,N,2,B-ANDA,0.93804,12/18/2013,
ADDERALL 15 MG TABLET,00555076602,4.19990,04/18/2013,EA,C/I,N,2,B-ANDA,0.98007,12/18/2013,
ADDERALL 20 MG TABLET,00555076702,4.18835,09/19/2013,EA,C/I,N,2,B-ANDA,0.93528,12/18/2013,
ADDERALL 30 MG TABLET,00555076802,4.14208,12/18/2013,EA,C/I,N,1,B-ANDA,0.92662,12/18/2013,
ADDERALL 5 MG TABLET,00555076202,4.19186,12/18/2013,EA,C/I,N,1,B-ANDA,0.91687,12/18/2013,
ADDERALL XR 10 MG CAPSULE,54092038301,6.93574,09/19/2013,EA,C/I,N,2,B,3.94868,12/18/2013,
ADDERALL XR 15 MG CAPSULE,54092038501,6.93233,09/19/2013,EA,C/I,N,2,B,3.89770,12/18/2013,
ADDERALL XR 20 MG CAPSULE,54092038701,6.95607,09/19/2013,EA,C/I,N,2,B,3.92957,12/18/2013,
ADDERALL XR 25 MG CAPSULE,54092038901,6.93035,11/21/2013,EA,C/I,N,2,B,3.97724,12/18/2013,
ADDERALL XR 30 MG CAPSULE,54092039101,6.95033,09/19/2013,EA,C/I,N,2,B,3.95365,12/18/2013,
ADDERALL XR 5 MG CAPSULE,54092038101,6.88724,11/21/2013,EA,C/I,N,2,B,3.98989,12/18/2013,
ADEFOVIR DIPIVOXIL 10 MG TAB,42794000308,28.96637,12/18/2013,EA,C/I,N,1,G,,,
ADIPEX-P 37.5 MG TABLET,57844000901,2.02319,09/19/2013,EA,C/I,N,"2, 6",B-ANDA,0.11162,12/18/2013,
ADRENACLICK 0.15 MG AUTO-INJCT,52054080302,161.76065,12/13/2013,EA,C/I,N,3,B,,,
ADRENACLICK 0.3 MG AUTO-INJECT,52054080402,149.18056,12/13/2013,EA,C/I,N,3,B,,,
ADRENALIN CL 1 MG/ML VIAL,42023010101,0.21227,12/18/2013,ML,C/I,N,"1, 5",G,,,
ADRENALIN CL 1 MG/ML VIAL,42023010110,0.21227,12/18/2013,ML,C/I,N,"1, 5",G,,,
ADT ROBITUSSIN LINGER COLD SYR,00031874012,0.03606,12/18/2013,ML,C/I,Y,"1, 5, 6",B,,,
ADT ROBITUSSIN NGT M-S COLD LQ,00031873512,0.03625,05/23/2013,ML,C/I,Y,"2, 5, 6",B,,,
ADT ROBITUSSIN NGT NASL RLF TB,00031873220,0.19408,12/18/2013,EA,C/I,Y,"1, 6",B,0.06890,12/18/2013,
ADT ROBITUSSIN PEAK CLD DM MAX,00031873818,0.03043,12/18/2013,ML,C/I,Y,"1, 5, 6",B,0.01676,07/25/2013,
ADT ROBITUSSIN PEAK CLD M-S LQ,00031874220,0.02724,06/20/2013,ML,C/I,Y,"4, 5, 6",B,0.01097,12/18/2013,
ADT ROBITUSSIN PEAK CLD M-S LQ,00031874214,0.03590,04/18/2013,ML,C/I,Y,"2, 5, 6",B,0.01399,12/18/2013,
ADULT ROBITUSSIN M-S COLD LIQ,00031873418,0.03082,10/24/2013,ML,C/I,Y,"2, 5, 6",B,,,
ADULT ROBITUSSIN NASAL RLF TAB,00031873120,0.22158,03/21/2013,EA,C/I,Y,"4, 6",B,0.06398,12/18/2013,
ADULT ROBITUSSIN PEAK COLD LIQ,00031873642,0.02371,03/21/2013,ML,C/I,Y,"4, 5, 6",B,,,
ADULT ROBITUSSIN PEAK COLD LIQ,00031873618,0.02716,03/21/2013,ML,C/I,Y,"2, 5, 6",B,,,
ADULT ROBITUSSIN PEAK COLD LIQ,00031873612,0.03581,06/20/2013,ML,C/I,Y,"2, 5, 6",B,0.01587,12/18/2013,
ADULT ROBITUSSIN PEAK COLD LIQ,00031873712,0.03581,06/20/2013,ML,C/I,Y,"2, 5, 6",B,0.01587,12/18/2013,
ADVAIR 100-50 DISKUS,00173069500,3.52160,07/02/2013,EA,C/I,N,"2, 5",B,,,
ADVAIR 250-50 DISKUS,00173069600,4.37987,07/02/2013,EA,C/I,N,"2, 5",B,,,
ADVAIR 250-50 DISKUS,00173069604,7.08104,07/02/2013,EA,C/I,N,"4, 5",B,,,
ADVAIR 500-50 DISKUS,00173069700,5.75102,07/02/2013,EA,C/I,N,"2, 5",B,,,
ADVAIR 500-50 DISKUS,00173069704,11.75554,07/02/2013,EA,C/I,N,"4, 5",B,,,
ADVAIR HFA 115-21 MCG INHALER,00173071622,17.47775,07/02/2013,GM,C/I,N,"2, 5",B,,,
ADVAIR HFA 115-21 MCG INHALER,00173071620,21.48005,07/02/2013,GM,C/I,N,"2, 5",B,,,
ADVAIR HFA 230-21 MCG INHALER,00173071722,26.04728,07/02/2013,GM,C/I,N,"4, 5",B,,,
ADVAIR HFA 230-21 MCG INHALER,00173071720,28.72744,07/02/2013,GM,C/I,N,"2, 5",B,,,
ADVAIR HFA 45-21 MCG INHALER,00173071520,17.36630,12/18/2013,GM,C/I,N,"1, 5",B,,,
ADVAIR HFA 45-21 MCG INHALER,00173071522,17.77113,07/02/2013,GM,C/I,N,"4, 5",B,,,
ADVANCED ANTACID LIQUID,00113085140,0.00586,12/18/2013,ML,C/I,Y,"1, 5",G,,,
ADVANCED FORMULA EYE DROPS,37205022405,0.09523,12/18/2013,ML,C/I,Y,"1, 5",G,,,
"ADVICOR 1,000 MG-20 MG TABLET",00074300790,5.69775,05/08/2013,EA,C/I,N,2,B,,,
"ADVICOR 1,000 MG-40 MG TABLET",00074301090,6.70185,07/18/2013,EA,C/I,N,4,B,,,
ADVICOR 500 MG-20 MG TABLET,00074300590,4.96545,07/18/2013,EA,C/I,N,2,B,,,
ADVIL 100 MG TABLET,00573017511,0.15313,04/18/2013,EA,C/I,Y,"2, 6",B,,,
ADVIL 200 MG CAPLET,00573016020,0.10820,12/18/2013,EA,C/I,Y,"1, 6",B,0.02720,12/18/2013,
ADVIL 200 MG CAPLET,00573016030,0.10820,12/18/2013,EA,C/I,Y,"1, 6",B,0.02720,12/18/2013,
ADVIL 200 MG CAPLET,00573016040,0.10820,12/18/2013,EA,C/I,Y,"1, 6",B,0.02720,12/18/2013,
ADVIL 200 MG CAPLET,00573016151,0.10820,12/18/2013,EA,C/I,Y,"1, 6",B,0.02720,12/18/2013,
ADVIL 200 MG GEL CAPLET,00573016520,0.10820,12/18/2013,EA,C/I,Y,"1, 6",B,0.02720,12/18/2013,
ADVIL 200 MG GEL CAPLET,00573016530,0.10820,12/18/2013,EA,C/I,Y,"1, 6",B,0.02720,12/18/2013,
ADVIL 200 MG GEL CAPLET,00573016540,0.10820,12/18/2013,EA,C/I,Y,"1, 6",B,0.02720,12/18/2013,
ADVIL 200 MG LIQUI-GEL CAPSULE,00573016920,0.14320,11/01/2013,EA,C/I,Y,"2, 6",B,0.08977,12/18/2013,
ADVIL 200 MG LIQUI-GEL CAPSULE,00573016930,0.14320,11/01/2013,EA,C/I,Y,"2, 6",B,0.08977,12/18/2013,
ADVIL 200 MG LIQUI-GEL CAPSULE,00573016940,0.14320,11/01/2013,EA,C/I,Y,"2, 6",B,0.08977,12/18/2013,
ADVIL 200 MG TABLET,00573015020,0.10820,12/18/2013,EA,C/I,Y,"1, 6",B,0.02720,12/18/2013,
ADVIL 200 MG TABLET,00573015030,0.10820,12/18/2013,EA,C/I,Y,"1, 6",B,0.02720,12/18/2013,
ADVIL 200 MG TABLET,00573015040,0.10820,12/18/2013,EA,C/I,Y,"1, 6",B,0.02720,12/18/2013,
ADVIL 200 MG TABLET,00573015110,0.10820,12/18/2013,EA,C/I,Y,"1, 6",B,0.02720,12/18/2013,
ADVIL 200 MG TABLET,00573015475,0.10820,12/18/2013,EA,C/I,Y,"1, 6",B,0.02720,12/18/2013,
ADVIL 200 MG TABLET,00573015498,0.10820,12/18/2013,EA,C/I,Y,"1, 6",B,0.02720,12/18/2013,
ADVIL ALLERGY SINUS CAPLET,00573018810,0.41900,09/19/2013,EA,C/I,Y,2,B,,,
ADVIL ALLERGY-CONGEST RLF TAB,00573019610,0.45880,05/23/2013,EA,C/I,Y,4,B,,,
ADVIL COLD & SINUS CAPLET,00573018010,0.23204,10/24/2013,EA,C/I,Y,2,B,0.17521,12/18/2013,
ADVIL COLD & SINUS CAPLET,00573018021,0.23204,10/24/2013,EA,C/I,Y,2,B,0.17521,12/18/2013,
ADVIL COLD-SINUS LIQUI-GELS,00573018432,0.26685,08/22/2013,EA,C/I,Y,2,B,,,
ADVIL JR STR 100 MG TAB CHEW,00573017920,0.15137,04/18/2013,EA,C/I,Y,"2, 6",B,0.13828,12/18/2013,
ADVIL LIQUI-GELS 200 MG CAP,00573016949,0.14320,11/01/2013,EA,C/I,Y,"2, 6",B,0.08977,12/18/2013,
ADVIL LIQUI-GELS 200 MG CAP,00573016989,0.14320,11/01/2013,EA,C/I,Y,"2, 6",B,0.08977,12/18/2013,
ADVIL MIGRAINE 200 MG CAPS,00573016820,0.14320,11/01/2013,EA,C/I,Y,"2, 6",B,0.08977,12/18/2013,
ADVIL MIGRAINE 200 MG CAPS,00573016830,0.14320,11/01/2013,EA,C/I,Y,"2, 6",B,0.08977,12/18/2013,
ADVIL PM CAPLET,00573016405,0.16428,12/18/2013,EA,C/I,Y,1,B,0.13276,12/18/2013,
ADVIL PM CAPLET,00573016420,0.16428,12/18/2013,EA,C/I,Y,1,B,0.13276,12/18/2013,
ADVIL PM CAPLET,00573016430,0.16428,12/18/2013,EA,C/I,Y,1,B,0.13276,12/18/2013,
ADVIL PM CAPLET,00573016440,0.16428,12/18/2013,EA,C/I,Y,1,B,0.13276,12/18/2013,
ADVIL PM CAPLET,00573016443,0.16428,12/18/2013,EA,C/I,Y,1,B,0.13276,12/18/2013,
ADVIL PM LIQUI-GELS,00573016720,0.19853,09/19/2013,EA,C/I,Y,2,B,,,
AFEDITAB CR 30 MG TABLET,00591319301,0.39388,12/18/2013,EA,C/I,N,1,G,,,
AFEDITAB CR 30 MG TABLET,00591319305,0.39388,12/18/2013,EA,C/I,N,1,G,,,
AFEDITAB CR 60 MG TABLET,00591319401,0.83342,12/18/2013,EA,C/I,N,1,G,,,
AFEDITAB CR 60 MG TABLET,00591319405,0.83342,12/18/2013,EA,C/I,N,1,G,,,
AFINITOR 10 MG TABLET,00078056751,298.52108,07/02/2013,EA,C/I,N,4,B,,,
AFINITOR 10 MG TABLET,00078056761,298.52108,07/02/2013,EA,C/I,N,4,B,,,
AFRIN 0.05% NASAL SPRAY,11523116705,0.22256,12/18/2013,ML,C/I,Y,"1, 5",B,0.05256,12/18/2013,
AFRIN 0.05% NASAL SPRAY,11523115901,0.31335,12/18/2013,ML,C/I,Y,"1, 5",B,0.05641,12/18/2013,
AFRIN 0.05% NASAL SPRAY,11523116703,0.31335,12/18/2013,ML,C/I,Y,"1, 5",B,0.05641,12/18/2013,
AFRIN 0.05% NASAL SPRAY,11523116706,0.31335,12/18/2013,ML,C/I,Y,"1, 5",B,0.05641,12/18/2013,
AFRIN NO DRIP SINUS PUMP MIST,11523170201,0.29019,11/21/2013,ML,C/I,Y,"2, 5, 6",B,,,
AGGRENOX 25 MG-200 MG CAPSULE,00597000160,4.27679,12/18/2013,EA,C/I,N,1,B,,,
AK-POLY-BAC EYE OINTMENT,17478023835,3.48174,12/18/2013,GM,C/I,N,"1, 5",G,,,
AKNE-MYCIN 2% OINTMENT,13548003025,5.07057,07/18/2013,GM,C/I,N,"4, 5",B,,,
AKWA TEARS 1.4% DROPS,17478006012,0.12768,12/18/2013,ML,C/I,Y,"1, 5",G,,,
ALA-HIST DM LIQUID,50991081416,0.12917,12/18/2013,ML,C/I,Y,"1, 5",G,,,
ALA-HIST IR 2 MG TABLET,50991078360,0.58290,07/18/2013,EA,C/I,Y,4,G,,,
ALA-HIST PE TABLET,50991078260,0.58450,12/18/2013,EA,C/I,Y,1,G,,,
ALAVERT 10 MG ODT,00573262006,0.34464,12/18/2013,EA,C/I,Y,1,G,,,
ALAVERT 10 MG ODT,00573262019,0.34464,12/18/2013,EA,C/I,Y,1,G,,,
ALAVERT 10 MG ODT,00573262030,0.34464,12/18/2013,EA,C/I,Y,1,G,,,
ALAVERT 10 MG ODT,00573262065,0.34464,12/18/2013,EA,C/I,Y,1,G,,,
ALAVERT 10 MG ODT,00573262165,0.34464,12/18/2013,EA,C/I,Y,1,G,,,
ALAVERT D-12 ALLERGY-SINUS TAB,00573266012,0.56014,12/18/2013,EA,C/I,Y,1,G,,,
ALAVERT D-12 ALLERGY-SINUS TAB,00573266024,0.56014,12/18/2013,EA,C/I,Y,1,G,,,
ALAWAY 0.025% EYE DROPS,24208060110,0.87357,03/21/2013,ML,C/I,Y,"2, 5",B,,,
ALBENZA 200 MG TABLET,52054055022,48.24055,06/20/2013,EA,C/I,N,2,B,,,
ALBENZA 200 MG TABLET,52054055028,48.24055,06/20/2013,EA,C/I,N,2,B,,,
ALBUTEROL 0.083% INHAL SOLN,00378699091,0.04267,12/18/2013,ML,C/I,N,"1, 5",G,,,
ALBUTEROL 0.083% INHAL SOLN,00487950160,0.04267,12/18/2013,ML,C/I,N,"1, 5",G,,,
ALBUTEROL 0.083% INHAL SOLN,00591379760,0.04267,12/18/2013,ML,C/I,N,"1, 5",G,,,
ALBUTEROL 0.083% INHAL SOLN,00781715529,0.04267,12/18/2013,ML,C/I,N,"1, 5",G,,,
ALBUTEROL 0.083% INHAL SOLN,76204020060,0.04267,12/18/2013,ML,C/I,N,"1, 5",G,,,
ALBUTEROL 0.083% INHAL SOLN,00378699052,0.04407,12/18/2013,ML,C/I,N,"1, 5",G,,,
ALBUTEROL 0.083% INHAL SOLN,00378827052,0.04407,12/18/2013,ML,C/I,N,"1, 5",G,,,
ALBUTEROL 0.083% INHAL SOLN,00487950125,0.04407,12/18/2013,ML,C/I,N,"1, 5",G,,,
ALBUTEROL 0.083% INHAL SOLN,00591379783,0.04407,12/18/2013,ML,C/I,N,"1, 5",G,,,
ALBUTEROL 0.083% INHAL SOLN,00781715586,0.04407,12/18/2013,ML,C/I,N,"1, 5",G,,,
ALBUTEROL 0.083% INHAL SOLN,76204020025,0.04407,12/18/2013,ML,C/I,N,"1, 5",G,,,
ALBUTEROL 0.083% INHAL SOLN,00378699058,0.04626,12/18/2013,ML,C/I,N,"1, 5",G,,,
ALBUTEROL 0.083% INHAL SOLN,00378699093,0.04626,12/18/2013,ML,C/I,N,"1, 5",G,,,
ALBUTEROL 0.083% INHAL SOLN,00487950101,0.04626,12/18/2013,ML,C/I,N,"1, 5",G,,,
ALBUTEROL 0.083% INHAL SOLN,00487950102,0.04626,12/18/2013,ML,C/I,N,"1, 5",G,,,
ALBUTEROL 0.083% INHAL SOLN,00487950103,0.04626,12/18/2013,ML,C/I,N,"1, 5",G,,,
ALBUTEROL 0.083% INHAL SOLN,00591379730,0.04626,12/18/2013,ML,C/I,N,"1, 5",G,,,
ALBUTEROL 0.083% INHAL SOLN,00781715564,0.04626,12/18/2013,ML,C/I,N,"1, 5",G,,,
ALBUTEROL 0.083% INHAL SOLN,76204020030,0.04626,12/18/2013,ML,C/I,N,"1, 5",G,,,
ALBUTEROL 2.5 MG/0.5 ML SOL,00487990102,0.37045,12/18/2013,EA,C/I,N,"1, 5",G,,,
ALBUTEROL 2.5 MG/0.5 ML SOL,00487990130,0.37045,12/18/2013,EA,C/I,N,"1, 5",G,,,
ALBUTEROL 5 MG/ML SOLUTION,24208034720,0.51013,12/18/2013,ML,C/I,N,"1, 5",G,,,
ALBUTEROL 5 MG/ML SOLUTION,50383074120,0.51013,12/18/2013,ML,C/I,N,"1, 5",G,,,
ALBUTEROL SUL 0.63 MG/3 ML SOL,00378699152,0.37984,12/18/2013,ML,C/I,N,"1, 5, 6",G,,,
ALBUTEROL SUL 0.63 MG/3 ML SOL,00591346753,0.37984,12/18/2013,ML,C/I,N,"1, 5",G,,,
ALBUTEROL SUL 0.63 MG/3 ML SOL,00487030101,0.39036,12/18/2013,ML,C/I,N,"1, 5",G,,,
ALBUTEROL SUL 1.25 MG/3 ML SOL,00378699252,0.27832,12/18/2013,ML,C/I,N,"1, 5, 6",G,,,
ALBUTEROL SUL 1.25 MG/3 ML SOL,00487990425,0.27832,12/18/2013,ML,C/I,N,"1, 5",G,,,
ALBUTEROL SUL 1.25 MG/3 ML SOL,00591346853,0.27832,12/18/2013,ML,C/I,N,"1, 5",G,,,
ALBUTEROL SUL 1.25 MG/3 ML SOL,00487990401,0.38511,12/18/2013,ML,C/I,N,"1, 5",G,,,
ALBUTEROL SULF 2 MG/5 ML SYRUP,00093066116,0.00890,12/18/2013,ML,C/I,N,"1, 5",G,,,
ALBUTEROL SULF 2 MG/5 ML SYRUP,00603100858,0.00890,12/18/2013,ML,C/I,N,"1, 5",G,,,
ALBUTEROL SULF 2 MG/5 ML SYRUP,50383074016,0.00890,12/18/2013,ML,C/I,N,"1, 5",G,,,
ALBUTEROL SULFATE 2 MG TAB,00378025501,3.66647,12/18/2013,EA,C/I,N,1,G,,,
ALBUTEROL SULFATE 2 MG TAB,00378025505,3.66647,12/18/2013,EA,C/I,N,1,G,,,
ALBUTEROL SULFATE 2 MG TAB,51079065701,3.66647,12/18/2013,EA,C/I,N,1,G,,,
ALBUTEROL SULFATE 2 MG TAB,51079065720,3.66647,12/18/2013,EA,C/I,N,1,G,,,
ALBUTEROL SULFATE 2 MG TAB,53489017601,3.66647,12/18/2013,EA,C/I,N,1,G,,,
ALBUTEROL SULFATE 2 MG TAB,53489017605,3.66647,12/18/2013,EA,C/I,N,1,G,,,
ALBUTEROL SULFATE 4 MG TAB,00378057201,3.98876,12/18/2013,EA,C/I,N,1,G,,,
ALBUTEROL SULFATE 4 MG TAB,00378057205,3.98876,12/18/2013,EA,C/I,N,1,G,,,
ALBUTEROL SULFATE 4 MG TAB,51079065801,3.98876,12/18/2013,EA,C/I,N,1,G,,,
ALBUTEROL SULFATE 4 MG TAB,51079065820,3.98876,12/18/2013,EA,C/I,N,1,G,,,
ALBUTEROL SULFATE 4 MG TAB,53489017701,3.98876,12/18/2013,EA,C/I,N,1,G,,,
ALBUTEROL SULFATE 4 MG TAB,53489017705,3.98876,12/18/2013,EA,C/I,N,1,G,,,
ALBUTEROL SULFATE ER 4 MG TAB,00378412201,1.04665,12/18/2013,EA,C/I,N,1,G,,,
ALBUTEROL SULFATE ER 4 MG TAB,68774040001,1.04665,12/18/2013,EA,C/I,N,1,G,,,
ALBUTEROL SULFATE ER 8 MG TAB,00378412401,2.12560,05/23/2013,EA,C/I,N,4,G,,,
ALBUTEROL SULFATE ER 8 MG TAB,68774040101,2.12560,05/23/2013,EA,C/I,N,4,G,,,
ALCLOMETASONE DIPR 0.05% OINT,00168026445,0.51591,05/23/2013,GM,C/I,N,"4, 5",G,,,
ALCLOMETASONE DIPR 0.05% OINT,51672131606,0.51591,05/23/2013,GM,C/I,N,"4, 5",G,,,
ALCLOMETASONE DIPR 0.05% OINT,68462029947,0.51591,05/23/2013,GM,C/I,N,"4, 5",G,,,
ALCLOMETASONE DIPR 0.05% OINT,00168026415,1.05400,02/21/2013,GM,C/I,N,"4, 5",G,,,
ALCLOMETASONE DIPR 0.05% OINT,51672131601,1.05400,02/21/2013,GM,C/I,N,"4, 5",G,,,
ALCLOMETASONE DIPR 0.05% OINT,68462029917,1.05400,02/21/2013,GM,C/I,N,"4, 5",G,,,
ALCLOMETASONE DIPR 0.05% OINT,00168026460,1.33497,12/18/2013,GM,C/I,N,"1, 5",G,,,
ALCLOMETASONE DIPR 0.05% OINT,51672131603,1.33497,12/18/2013,GM,C/I,N,"1, 5",G,,,
ALCLOMETASONE DIPR 0.05% OINT,68462029965,1.33497,12/18/2013,GM,C/I,N,"1, 5",G,,,
ALCLOMETASONE DIPRO 0.05% CRM,00168026360,1.24303,12/18/2013,GM,C/I,N,"1, 5",G,,,
ALCLOMETASONE DIPRO 0.05% CRM,51672130603,1.24303,12/18/2013,GM,C/I,N,"1, 5",G,,,
ALCLOMETASONE DIPRO 0.05% CRM,68462030065,1.24303,12/18/2013,GM,C/I,N,"1, 5",G,,,
ALCLOMETASONE DIPRO 0.05% CRM,00168026345,1.48820,12/18/2013,GM,C/I,N,"1, 5",G,,,
ALCLOMETASONE DIPRO 0.05% CRM,51672130606,1.48820,12/18/2013,GM,C/I,N,"1, 5",G,,,
ALCLOMETASONE DIPRO 0.05% CRM,68462030047,1.48820,12/18/2013,GM,C/I,N,"1, 5",G,,,
ALCLOMETASONE DIPRO 0.05% CRM,00168026315,2.24381,12/18/2013,GM,C/I,N,"1, 5",G,,,
ALCLOMETASONE DIPRO 0.05% CRM,51672130601,2.24381,12/18/2013,GM,C/I,N,"1, 5",G,,,
ALCLOMETASONE DIPRO 0.05% CRM,68462030017,2.24381,12/18/2013,GM,C/I,N,"1, 5",G,,,
ALDACTAZIDE 50-50 TABLET,00025102131,2.25722,07/01/2013,EA,C/I,N,4,B,,,
ALDACTONE 25 MG TABLET,00025100131,1.17868,07/01/2013,EA,C/I,N,4,B,0.07787,12/18/2013,
ALDARA 5% CREAM,99207026012,33.63524,08/30/2013,EA,C/I,N,"4, 5",B,13.48013,12/18/2013,
ALENDRONATE SODIUM 10 MG TAB,00093514101,0.15896,12/18/2013,EA,C/I,N,1,G,,,
ALENDRONATE SODIUM 10 MG TAB,00093514156,0.15896,12/18/2013,EA,C/I,N,1,G,,,
ALENDRONATE SODIUM 10 MG TAB,00378356701,0.15896,12/18/2013,EA,C/I,N,1,G,,,
ALENDRONATE SODIUM 10 MG TAB,16714063101,0.15896,12/18/2013,EA,C/I,N,1,G,,,
